	orientation_at_TR	pos_in_ori_at_TR	direction_at_TR
458	-1.0	0.0	1.0
459	-1.0	0.0	1.0
460	-1.0	0.0	1.0
461	-1.0	0.0	1.0
462	-1.0	0.0	0.0
463	-1.0	0.0	1.0
464	-1.0	0.0	1.0
465	-1.0	0.0	1.0
466	-1.0	0.0	0.0
467	-1.0	0.0	0.0
468	-1.0	0.0	1.0
469	-1.0	0.0	0.0
470	0.0	-540.0	1.0
471	0.0	-483.157895	1.0
472	0.0	-426.315789	1.0
473	0.0	-369.473684	1.0
474	0.0	-312.631579	0.0
475	0.0	-255.789474	1.0
476	0.0	-198.947368	1.0
477	0.0	-142.105263	0.0
478	0.0	-85.263158	0.0
479	0.0	-28.421053	0.0
480	0.0	28.421053	1.0
481	0.0	85.263158	0.0
482	0.0	142.105263	0.0
483	0.0	198.947368	1.0
484	0.0	255.789474	0.0
485	0.0	312.631579	1.0
486	0.0	369.473684	0.0
487	0.0	426.315789	1.0
488	0.0	483.157895	0.0
489	0.0	540.0	1.0
490	90.0	-540.0	1.0
491	90.0	-483.157895	1.0
492	90.0	-426.315789	1.0
493	90.0	-369.473684	1.0
494	90.0	-312.631579	0.0
495	90.0	-255.789474	0.0
496	90.0	-198.947368	0.0
497	90.0	-142.105263	0.0
498	90.0	-85.263158	0.0
499	90.0	-28.421053	1.0
500	90.0	28.421053	0.0
501	90.0	85.263158	0.0
502	90.0	142.105263	1.0
503	90.0	198.947368	0.0
504	90.0	255.789474	0.0
505	90.0	312.631579	1.0
506	90.0	369.473684	0.0
507	90.0	426.315789	0.0
508	90.0	483.157895	1.0
509	90.0	540.0	1.0
510	-1.0	0.0	0.0
511	-1.0	0.0	0.0
512	-1.0	0.0	0.0
513	-1.0	0.0	0.0
514	-1.0	0.0	1.0
515	-1.0	0.0	1.0
516	-1.0	0.0	1.0
517	-1.0	0.0	1.0
518	-1.0	0.0	1.0
519	-1.0	0.0	1.0
520	180.0	-540.0	1.0
521	180.0	-483.157895	1.0
522	180.0	-426.315789	0.0
523	180.0	-369.473684	1.0
524	180.0	-312.631579	0.0
525	180.0	-255.789474	1.0
526	180.0	-198.947368	0.0
527	180.0	-142.105263	1.0
528	180.0	-85.263158	1.0
529	180.0	-28.421053	1.0
530	180.0	28.421053	0.0
531	180.0	85.263158	0.0
532	180.0	142.105263	0.0
533	180.0	198.947368	0.0
534	180.0	255.789474	1.0
535	180.0	312.631579	0.0
536	180.0	369.473684	1.0
537	180.0	426.315789	1.0
538	180.0	483.157895	1.0
539	180.0	540.0	1.0
540	270.0	-540.0	1.0
541	270.0	-483.157895	0.0
542	270.0	-426.315789	1.0
543	270.0	-369.473684	1.0
544	270.0	-312.631579	1.0
545	270.0	-255.789474	1.0
546	270.0	-198.947368	1.0
547	270.0	-142.105263	1.0
548	270.0	-85.263158	0.0
549	270.0	-28.421053	0.0
550	270.0	28.421053	0.0
551	270.0	85.263158	0.0
552	270.0	142.105263	1.0
553	270.0	198.947368	0.0
554	270.0	255.789474	1.0
555	270.0	312.631579	1.0
556	270.0	369.473684	0.0
557	270.0	426.315789	1.0
558	270.0	483.157895	0.0
559	270.0	540.0	1.0
560	-1.0	0.0	0.0
561	-1.0	0.0	1.0
562	-1.0	0.0	1.0
563	-1.0	0.0	1.0
564	-1.0	0.0	1.0
565	-1.0	0.0	1.0
566	-1.0	0.0	0.0
567	-1.0	0.0	1.0
568	-1.0	0.0	1.0
569	-1.0	0.0	0.0
570	-1.0	0.0	1.0
571	-1.0	0.0	1.0
572	-1.0	0.0	0.0
573	-1.0	0.0	1.0
574	-1.0	0.0	1.0
575	-1.0	0.0	0.0
576	-1.0	0.0	1.0
577	-1.0	0.0	0.0
578	-1.0	0.0	1.0
579	-1.0	0.0	0.0
580	0.0	-540.0	0.0
581	0.0	-483.157895	0.0
582	0.0	-426.315789	0.0
583	0.0	-369.473684	1.0
584	0.0	-312.631579	0.0
585	0.0	-255.789474	0.0
586	0.0	-198.947368	1.0
587	0.0	-142.105263	1.0
588	0.0	-85.263158	1.0
589	0.0	-28.421053	1.0
590	0.0	28.421053	1.0
591	0.0	85.263158	0.0
592	0.0	142.105263	1.0
593	0.0	198.947368	1.0
594	0.0	255.789474	0.0
595	0.0	312.631579	0.0
596	0.0	369.473684	1.0
597	0.0	426.315789	1.0
598	0.0	483.157895	0.0
599	0.0	540.0	0.0
600	90.0	-540.0	0.0
601	90.0	-483.157895	0.0
602	90.0	-426.315789	0.0
603	90.0	-369.473684	1.0
604	90.0	-312.631579	1.0
605	90.0	-255.789474	0.0
606	90.0	-198.947368	1.0
607	90.0	-142.105263	1.0
608	90.0	-85.263158	1.0
609	90.0	-28.421053	0.0
610	90.0	28.421053	1.0
611	90.0	85.263158	1.0
612	90.0	142.105263	0.0
613	90.0	198.947368	0.0
614	90.0	255.789474	0.0
615	90.0	312.631579	0.0
616	90.0	369.473684	1.0
617	90.0	426.315789	1.0
618	90.0	483.157895	1.0
619	90.0	540.0	1.0
620	-1.0	0.0	0.0
621	-1.0	0.0	1.0
622	-1.0	0.0	0.0
623	-1.0	0.0	0.0
624	-1.0	0.0	1.0
625	-1.0	0.0	0.0
626	-1.0	0.0	0.0
627	-1.0	0.0	1.0
628	-1.0	0.0	0.0
629	-1.0	0.0	0.0
630	180.0	-540.0	1.0
631	180.0	-483.157895	1.0
632	180.0	-426.315789	0.0
633	180.0	-369.473684	0.0
634	180.0	-312.631579	1.0
635	180.0	-255.789474	1.0
636	180.0	-198.947368	0.0
637	180.0	-142.105263	1.0
638	180.0	-85.263158	0.0
639	180.0	-28.421053	1.0
640	180.0	28.421053	0.0
641	180.0	85.263158	0.0
642	180.0	142.105263	0.0
643	180.0	198.947368	1.0
644	180.0	255.789474	1.0
645	180.0	312.631579	0.0
646	180.0	369.473684	1.0
647	180.0	426.315789	0.0
648	180.0	483.157895	0.0
649	180.0	540.0	1.0
650	270.0	-540.0	1.0
651	270.0	-483.157895	0.0
652	270.0	-426.315789	0.0
653	270.0	-369.473684	0.0
654	270.0	-312.631579	0.0
655	270.0	-255.789474	1.0
656	270.0	-198.947368	0.0
657	270.0	-142.105263	0.0
658	270.0	-85.263158	1.0
659	270.0	-28.421053	0.0
660	270.0	28.421053	0.0
661	270.0	85.263158	0.0
662	270.0	142.105263	0.0
663	270.0	198.947368	0.0
664	270.0	255.789474	1.0
665	270.0	312.631579	0.0
666	270.0	369.473684	0.0
667	270.0	426.315789	1.0
668	270.0	483.157895	0.0
669	270.0	540.0	0.0
670	-1.0	0.0	0.0
671	-1.0	0.0	1.0
672	-1.0	0.0	0.0
673	-1.0	0.0	0.0
674	-1.0	0.0	1.0
675	-1.0	0.0	0.0
676	-1.0	0.0	0.0
677	-1.0	0.0	0.0
678	-1.0	0.0	1.0
679	-1.0	0.0	0.0
680	-1.0	0.0	0.0
681	-1.0	0.0	0.0
682	-1.0	0.0	0.0
683	-1.0	0.0	1.0
684	-1.0	0.0	0.0
685	-1.0	0.0	1.0
686	-1.0	0.0	0.0
687	-1.0	0.0	1.0
688	-1.0	0.0	0.0
689	-1.0	0.0	1.0
690	-1.0	0.0	0.0
691	-1.0	0.0	1.0
692	-1.0	0.0	0.0
693	-1.0	0.0	0.0
694	-1.0	0.0	0.0
695	-1.0	0.0	1.0
696	-1.0	0.0	0.0
697	-1.0	0.0	0.0
698	-1.0	0.0	1.0
699	-1.0	0.0	0.0
700	-1.0	0.0	1.0
701	-1.0	0.0	1.0
702	-1.0	0.0	0.0
703	-1.0	0.0	0.0
704	-1.0	0.0	0.0
705	-1.0	0.0	1.0
706	-1.0	0.0	1.0
707	-1.0	0.0	1.0
708	-1.0	0.0	1.0
709	-1.0	0.0	1.0
710	0.0	-540.0	1.0
711	0.0	-483.157895	1.0
712	0.0	-426.315789	1.0
713	0.0	-369.473684	1.0
714	0.0	-312.631579	0.0
715	90.0	-28.421053	1.0
716	0.0	-198.947368	1.0
717	0.0	-142.105263	1.0
718	0.0	-85.263158	0.0
719	0.0	-28.421053	0.0
720	0.0	28.421053	1.0
721	0.0	85.263158	0.0
722	90.0	369.473684	0.0
723	0.0	198.947368	0.0
724	0.0	255.789474	1.0
725	0.0	312.631579	0.0
726	0.0	369.473684	0.0
727	0.0	426.315789	0.0
728	90.0	-198.947368	1.0
729	0.0	540.0	0.0
730	0.0	-540.0	1.0
731	0.0	-483.157895	1.0
732	0.0	-426.315789	1.0
733	0.0	-369.473684	1.0
734	0.0	-312.631579	0.0
735	-1.0	-255.789474	1.0
736	0.0	-198.947368	1.0
737	0.0	-142.105263	1.0
738	0.0	-85.263158	0.0
739	0.0	-28.421053	0.0
740	0.0	28.421053	1.0
741	0.0	85.263158	0.0
742	-1.0	142.105263	0.0
743	0.0	198.947368	0.0
744	0.0	255.789474	1.0
745	0.0	312.631579	0.0
746	0.0	369.473684	0.0
747	0.0	426.315789	0.0
748	-1.0	483.157895	1.0
749	0.0	540.0	0.0
750	0.0	0.0	1.0
751	0.0	0.0	1.0
752	0.0	0.0	1.0
753	0.0	0.0	1.0
754	0.0	0.0	0.0
755	90.0	-28.421053	1.0
756	0.0	0.0	1.0
757	0.0	0.0	1.0
758	0.0	0.0	0.0
759	0.0	0.0	0.0
760	0.0	0.0	1.0
761	0.0	0.0	0.0
762	90.0	369.473684	0.0
763	0.0	0.0	0.0
764	0.0	0.0	1.0
765	0.0	0.0	0.0
766	0.0	0.0	0.0
767	0.0	0.0	0.0
768	90.0	-198.947368	1.0
769	0.0	0.0	0.0
770	90.0	0.0	1.0
771	90.0	0.0	1.0
772	0.0	-255.789474	1.0
773	90.0	0.0	0.0
774	90.0	0.0	1.0
775	90.0	0.0	0.0
776	90.0	0.0	0.0
777	90.0	0.0	0.0
778	90.0	0.0	1.0
779	0.0	-483.157895	1.0
780	90.0	0.0	0.0
781	90.0	0.0	0.0
782	90.0	0.0	0.0
783	0.0	142.105263	0.0
784	90.0	0.0	1.0
785	90.0	0.0	1.0
786	90.0	0.0	1.0
787	90.0	0.0	1.0
788	90.0	0.0	1.0
789	90.0	0.0	1.0
790	90.0	-540.0	1.0
791	90.0	-483.157895	1.0
792	-1.0	-426.315789	1.0
793	90.0	-369.473684	0.0
794	90.0	-312.631579	1.0
795	90.0	-255.789474	0.0
796	90.0	-198.947368	0.0
797	90.0	-142.105263	0.0
798	90.0	-85.263158	1.0
799	-1.0	-28.421053	1.0
800	90.0	28.421053	0.0
801	90.0	85.263158	0.0
802	90.0	142.105263	0.0
803	-1.0	198.947368	0.0
804	90.0	255.789474	1.0
805	90.0	312.631579	1.0
806	90.0	369.473684	1.0
807	90.0	426.315789	1.0
808	90.0	483.157895	1.0
809	90.0	540.0	1.0
810	90.0	-540.0	1.0
811	90.0	-483.157895	1.0
812	0.0	-255.789474	1.0
813	90.0	-369.473684	0.0
814	90.0	-312.631579	1.0
815	90.0	-255.789474	0.0
816	90.0	-198.947368	0.0
817	90.0	-142.105263	0.0
818	90.0	-85.263158	1.0
819	0.0	-483.157895	1.0
820	90.0	28.421053	0.0
821	90.0	85.263158	0.0
822	90.0	142.105263	0.0
823	0.0	142.105263	0.0
824	90.0	255.789474	1.0
825	90.0	312.631579	1.0
826	90.0	369.473684	1.0
827	90.0	426.315789	1.0
828	90.0	483.157895	1.0
829	90.0	540.0	1.0
830	-1.0	0.0	0.0
831	-1.0	0.0	0.0
832	-1.0	0.0	0.0
833	-1.0	0.0	1.0
834	-1.0	0.0	0.0
835	-1.0	0.0	1.0
836	-1.0	0.0	0.0
837	-1.0	0.0	1.0
838	-1.0	0.0	0.0
839	-1.0	0.0	1.0
840	180.0	0.0	0.0
841	180.0	0.0	0.0
842	180.0	0.0	0.0
843	180.0	0.0	0.0
844	180.0	0.0	0.0
845	180.0	0.0	0.0
846	90.0	85.263158	0.0
847	180.0	0.0	1.0
848	180.0	0.0	0.0
849	180.0	0.0	1.0
850	180.0	0.0	0.0
851	90.0	-255.789474	0.0
852	180.0	0.0	0.0
853	180.0	0.0	0.0
854	180.0	0.0	1.0
855	180.0	0.0	0.0
856	180.0	0.0	0.0
857	90.0	-369.473684	0.0
858	180.0	0.0	1.0
859	180.0	0.0	0.0
860	180.0	-540.0	0.0
861	180.0	-483.157895	0.0
862	180.0	-426.315789	0.0
863	180.0	-369.473684	0.0
864	180.0	-312.631579	0.0
865	180.0	-255.789474	0.0
866	-1.0	-198.947368	0.0
867	180.0	-142.105263	1.0
868	180.0	-85.263158	0.0
869	180.0	-28.421053	1.0
870	180.0	28.421053	0.0
871	-1.0	85.263158	0.0
872	180.0	142.105263	0.0
873	180.0	198.947368	0.0
874	180.0	255.789474	1.0
875	180.0	312.631579	0.0
876	180.0	369.473684	0.0
877	-1.0	426.315789	0.0
878	180.0	483.157895	1.0
879	180.0	540.0	0.0
880	180.0	-540.0	0.0
881	180.0	-483.157895	0.0
882	180.0	-426.315789	0.0
883	180.0	-369.473684	0.0
884	180.0	-312.631579	0.0
885	180.0	-255.789474	0.0
886	90.0	85.263158	0.0
887	180.0	-142.105263	1.0
888	180.0	-85.263158	0.0
889	180.0	-28.421053	1.0
890	180.0	28.421053	0.0
891	90.0	-255.789474	0.0
892	180.0	142.105263	0.0
893	180.0	198.947368	0.0
894	180.0	255.789474	1.0
895	180.0	312.631579	0.0
896	180.0	369.473684	0.0
897	90.0	-369.473684	0.0
898	180.0	483.157895	1.0
899	180.0	540.0	0.0
900	270.0	-540.0	0.0
901	270.0	-483.157895	1.0
902	270.0	-426.315789	1.0
903	270.0	-369.473684	0.0
904	0.0	-198.947368	0.0
905	270.0	-255.789474	1.0
906	270.0	-198.947368	0.0
907	270.0	-142.105263	0.0
908	0.0	312.631579	0.0
909	270.0	-28.421053	0.0
910	270.0	28.421053	1.0
911	270.0	85.263158	0.0
912	270.0	142.105263	0.0
913	270.0	198.947368	0.0
